Year,Site,Plot,Canola Genotype,Week,DAS,Phenotypic Stage,Block,Nitrate_N ,Ammonium_N,Root_Length,Root_Surface_Area,Average_Root_Diameter,Aboveground_biomass,Gravimetric_Moisture,pH,Seed_Yield,Thousand_Seed_Weight,Seed_N,NUE_crop,NHI,PFP,N_uptake,NUtE
2016,L,1101,NAM-94,4,39,Start of Flowering,1,11.0343913,3.693269245,216.07,52.59,0.77,1451.84,35.21505376,6.68,2680.833333,3.69,112.14462,3.676872787,0.070046126,87.89617486,46.10911743,1.674462759
2016,L,1102,NAM-37,4,39,Start of Flowering,1,6.683858268,2.862721525,367.58,75.38,0.65,1218.68,32.09549072,6.96,2510.138889,4.35,114.8639556,3.76603133,0.110661415,82.2996357,29.89372508,2.418300155
2016,L,1108,NAM-0,4,39,Start of Flowering,1,7.854195636,3.041044277,196.61,41.14,0.67,1307.52,31.15183246,6.92,2153.472222,3.61,98.07343194,3.215522359,0.054333462,70.60564663,51.98481225,1.193040762
2016,L,1109,NAM-43,4,39,Start of Flowering,1,9.434113593,3.301174248,162.3,45.34,0.89,1677.64,33.87096774,7.07,1921.111111,5.4,97.81529333,3.207058798,0.064968555,62.98724954,43.36067558,1.275994879
2016,L,1115,NAM-13,4,39,Start of Flowering,1,5.433630396,2.569842362,186.39,57.93,0.99,1677.68,34.04825737,6.65,2960.555556,3.85,112.4182156,3.685843133,0.072286514,97.06739526,44.78905411,1.903679408
2016,L,1116,NAM-46,4,39,Start of Flowering,1,3.930880339,3.428732568,135.69,45.78,1.07,1545.32,35.40540541,6.97,1827.222222,3.39,85.19058167,2.793133825,0.079745404,59.90892532,30.76652214,1.71043057
2016,L,1122,NAM-14,4,39,Start of Flowering,1,4.478920552,3.795050356,351.77,87.78,0.79,1873.72,31.67539267,6.41,2805.972222,3.61,130.413171,4.275841671,0.102093324,91.99908925,36.78888274,2.196641865
2016,L,1123,NAM-48,4,39,Start of Flowering,1,7.551698868,2.576438987,312.61,85.43,0.87,1662.24,33.42245989,6.63,2004.861111,4.38,77.39966806,2.537694035,0.053955714,65.73315118,41.31370467,1.397599186
2016,L,1129,NAM-17,4,39,Start of Flowering,1,10.04147685,3.538771018,289.73,48.77,0.54,1144.6,34.67741935,6.81,2060.694444,3.63,93.48546417,3.065097186,0.040476284,67.56375228,66.51750307,0.892216293
2016,L,1130,NAM-5,4,39,Start of Flowering,1,11.49771345,2.913596991,118.05,29.03,0.78,1195.48,27.27272727,7.11,2166.527778,4.2,92.57139889,3.035127832,0.062679388,71.03369763,42.53481669,1.466939436
2016,L,1136,NAM-23,4,39,Start of Flowering,1,9.93663379,3.947606773,183.4,63.09,1.1,1645.52,33.24468085,6.88,3298.75,3.73,130.4655625,4.277559426,0.059165697,108.1557377,63.50653124,1.495972117
2016,L,1137,NAM-72,4,39,Start of Flowering,1,7.262296764,3.047462385,130.02,20.68,0.51,1463.32,36.61202186,7.09,2028.333333,3.97,88.34608667,2.896593005,0.068825983,66.50273224,36.96812167,1.58017225
2016,L,1143,NAM-30,4,39,Start of Flowering,1,8.630007287,2.575651399,160.41,47.44,0.94,1026.68,33.42245989,6.83,1808.888889,3.29,74.44482222,2.440813843,0.053300862,59.30783242,40.22469441,1.295124817
2016,L,1144,NAM-76,4,39,Start of Flowering,1,6.023560786,2.228547837,240.87,64.12,0.85,1020,28.94056848,6.74,3314.583333,3.93,141.9370875,4.653675,0.073251088,108.6748634,55.80515255,1.710594733
2016,L,1151,NAM-79,4,39,Start of Flowering,1,7.996642037,3.373687336,86.19,21.58,0.8,988.2,27.3657289,7.05,1518.194444,4.3,77.51445375,2.5414575,0.039810166,49.77686703,56.07653804,0.779720031
2016,L,1203,NAM-13,4,39,Start of Flowering,2,9.62998257,3.484333543,124.23,52.51,1.35,835.96,32.02099738,6.66,2946.388889,4.22,117.0246739,3.836874554,0.0474559,96.60291439,71.01984312,1.194821
2016,L,1207,NAM-43,4,39,Start of Flowering,2,8.153689502,3.585424449,152.59,35.91,0.75,1103.68,30.49095607,6.84,1569.305556,4.91,82.02760139,2.689429554,0.052394349,51.45264117,45.08873502,1.002378975
2016,L,1208,NAM-37,4,39,Start of Flowering,2,9.824991034,3.129166869,247.91,72.93,0.94,732.8800001,32.09549072,6.85,2320.555556,4.16,106.200225,3.48197459,0.057951669,76.08378871,52.77788408,1.266287976
2016,L,1211,NAM-30,4,39,Start of Flowering,2,30.46616503,2.746248659,179.3,61.95,1.1,1354.68,36.85636856,6.61,1740.972222,3.24,70.39795278,2.308129599,0.079448212,57.08105647,25.51927838,1.9647891
2016,L,1215,NAM-72,4,39,Start of Flowering,2,5.671342886,2.344142013,149.35,55.37,1.18,1210.2,31.49606299,6.87,2309.583333,4.42,106.4025042,3.488606694,0.045707392,75.72404372,67.04368742,0.992129201
2016,L,1218,NAM-17,4,39,Start of Flowering,2,8.90747116,2.062635335,219.15,45.17,0.66,1184.56,32.01058201,6.65,2185.277778,3.82,91.37301972,2.995836712,0.066328193,71.64845173,39.67457639,1.586305532
2016,L,1225,NAM-0,4,39,Start of Flowering,2,9.113504076,2.953718335,189.17,70.78,1.19,1074.24,28.71794872,7.1,2500,4.04,120.4425,3.948934426,0.037329279,81.96721311,92.922876,0.774836112
2016,L,1229,NAM-76,4,39,Start of Flowering,2,6.456386919,3.103668257,182.8,48.89,0.85,1438.44,33.15649867,7.03,2352.083333,3.97,95.14177083,3.119402322,0.110250567,77.11748634,24.85323264,2.725601171
2016,L,1230,NAM-94,4,39,Start of Flowering,2,5.655029651,3.136897325,207.14,49.28,0.76,1672.92,32.27513228,7.05,2797.5,3.99,120.0938775,3.93750418,0.093684982,91.72131148,36.91844321,2.182323874
2016,L,1236,NAM-79,4,39,Start of Flowering,2,11.18955139,3.668546199,286.46,63.98,0.71,2510.92,30.02610966,7.19,1299.722222,4.42,63.40564889,2.078873734,0.034806728,42.61384335,52.46349694,0.713486561
2016,L,1237,NAM-14,4,39,Start of Flowering,2,5.190578878,3.905429683,106.8,42.48,1.27,1454.28,27.87723785,7.03,2516.527778,3.71,106.0741624,3.477841389,0.142010262,82.50910747,21.5120783,3.369084055
2016,L,1244,NAM-23,4,39,Start of Flowering,2,3.982854427,3.462847697,192.71,61.93,1.02,1890.88,36.8852459,7,3232.916667,3.9,121.6352567,3.988041202,0.118336476,105.9972678,29.60283686,3.145239101
2016,L,1245,NAM-5,4,39,Start of Flowering,2,10.88812192,3.800330617,113.6,36.55,1.02,738.48,35.59782609,7.2,2244.166667,4.27,93.84880583,3.077010027,0.050491953,73.57923497,53.53022456,1.207392656
2016,L,1252,NAM-32,4,39,Start of Flowering,2,13.50314729,2.3447798,291.95,87.85,0.96,1581.6,29.09090909,7.18,1797.638889,4.59,90.924575,2.981133607,0.015379352,58.93897996,170.2690588,0.304059941
2016,L,1255,NAM-48,4,39,Start of Flowering,2,7.837195764,2.280091836,160.41,47.1,0.93,696.28,30.72916667,7.23,2589.166667,4.35,103.2171292,3.384168169,0.042068955,84.89071038,70.6614491,1.055285463
2016,L,1302,NAM-5,4,39,Start of Flowering,3,7.074825518,3.047054566,205.72,61.69,0.95,1686.36,29.79274611,6.95,1851.944444,4.45,82.24114889,2.696431111,0.065967061,60.71948998,35.90496594,1.48547697
2016,L,1303,NAM-0,4,39,Start of Flowering,3,9.420564252,3.613948419,278.45,67.7,0.77,1021.92,34.95934959,6.82,2334.305556,3.71,103.6828499,3.3994377,0.070025846,76.53460838,42.64234199,1.576555059
2016,L,1308,NAM-13,4,39,Start of Flowering,3,9.815883156,3.111458815,154.7,44.1,0.91,2014.6,32.01058201,6.75,2903.472222,3.98,118.2148715,3.875897427,0.04915701,95.19581056,69.25946738,1.207343966
2016,L,1309,NAM-72,4,39,Start of Flowering,3,8.196332254,3.498847279,173.29,43.81,0.8,715.54,30.23255814,7.24,2658.611111,4.21,113.4269844,3.718917523,0.055443729,87.16757741,58.91914535,1.29954363
2016,L,1316,NAM-30,4,39,Start of Flowering,3,3.771824459,4.085574285,291.35,149.89,1.64,864.6,33.24468085,7.21,2209.305556,3.12,82.53081833,2.70592847,0.133953876,72.43624772,17.74407465,3.585873101
2016,L,1319,NAM-48,4,39,Start of Flowering,3,6.165380019,2.920712709,321.12,96.72,0.96,1527.4,36.51226158,7.1,2638.75,4.01,99.1589475,3.251113033,0.085801095,86.51639344,33.2836973,2.283279989
2016,L,1322,NAM-14,4,39,Start of Flowering,3,7.237746913,2.908057844,232.66,54.63,0.75,1194.12,32.8,6.79,2644.861111,3.7,115.7232531,3.794205018,0.071047808,86.71675774,46.90967667,1.623801429
2016,L,1327,NAM-76,4,39,Start of Flowering,3,5.883178959,2.527012495,235.59,80.52,1.09,1341.6,33.06666667,6.93,2662.638889,3.96,94.28404306,3.0912801,0.080181809,87.2996357,33.86529278,2.264383199
2016,L,1330,NAM-17,4,39,Start of Flowering,3,12.8125537,3.268711225,115.98,32.87,0.9,2218.52,38.67403315,6.69,2212.222222,4.04,94.92424333,3.112270273,0.081831219,72.53187614,33.40801029,1.907087535
2016,L,1333,NAM-43,4,39,Start of Flowering,3,10.00643438,2.671927079,240.47,68.64,0.91,1175.4,34.85254692,6.63,1865.972222,5.06,94.45551389,3.096902095,0.0858912,61.17941712,31.67168221,1.696783885
2016,L,1337,NAM-23,4,39,Start of Flowering,3,12.34216732,3.220789541,237.49,77.11,1.03,2234,33.87096774,6.63,3231.527778,4.11,121.0401044,3.968528015,0.083899708,105.9517304,41.54907222,2.239953747
2016,L,1340,NAM-46,4,39,Start of Flowering,3,9.17564008,3.730860424,151.6,52.38,1.1,1783.84,35.59782609,6.61,2575.833333,3.85,122.9033117,4.029616776,0.05158108,84.45355191,68.62235917,1.081047065
2016,L,1343,NAM-37,4,39,Start of Flowering,3,8.432283968,2.891500497,347.96,83.7,0.77,2405.48,35.51912568,6.98,2585.972222,4.14,106.5187818,3.492419076,0.090071379,84.7859745,34.05899809,2.186676185
2016,L,1346,NAM-32,4,39,Start of Flowering,3,8.364480464,2.945309391,179.58,41.29,0.73,2087.48,34.8773842,6.76,2247.638889,4.42,98.95454972,3.244411466,0.063172007,73.69307832,45.11319465,1.43487954
2016,L,1355,NAM-79,4,39,Start of Flowering,3,23.48560722,2.705874459,127.67,29.4,0.73,2496.56,36.26373626,6.72,1523.888889,4.37,67.33150667,2.207590383,0.091239121,49.96357013,21.25346417,2.064981015
2016,L,1356,NAM-94,4,39,Start of Flowering,3,0.384890976,2.770643591,88.15,27.22,0.98,2313.92,37.63736264,6.85,2487.083333,4.01,97.91149667,3.210213005,0.053186877,81.54371585,53.01779826,1.351018004
2016,L,1101,NAM-94,6,53,Mid Flowering,1,6.040907937,4.376338402,135.03,57.93,1.37,1588,20.53140097,6.87,2680.833333,3.69,112.14462,3.676872787,0.070046126,87.89617486,46.10911743,1.674462759
2016,L,1102,NAM-37,6,53,Mid Flowering,1,4.493569118,3.757013694,264.47,52.66,0.63,1876,22.73838631,7.32,2510.138889,4.35,114.8639556,3.76603133,0.110661415,82.2996357,29.89372508,2.418300155
2016,L,1108,NAM-0,6,53,Mid Flowering,1,5.322297544,4.641541578,118.27,41.59,1.12,744,21.3592233,7.24,2153.472222,3.61,98.07343194,3.215522359,0.054333462,70.60564663,51.98481225,1.193040762
2016,L,1109,NAM-43,6,53,Mid Flowering,1,9.573724033,5.410043849,79.32,46.46,1.86,1652,22.11302211,7.14,1921.111111,5.4,97.81529333,3.207058798,0.064968555,62.98724954,43.36067558,1.275994879
2016,L,1115,NAM-13,6,53,Mid Flowering,1,18.67729575,4.861022287,221.32,65.94,0.95,2036,25.81453634,6.93,2960.555556,3.85,112.4182156,3.685843133,0.072286514,97.06739526,44.78905411,1.903679408
2016,L,1116,NAM-46,6,53,Mid Flowering,1,1.542293975,4.799783098,294.43,94.33,1.02,1844,23.94014963,7.04,1827.222222,3.39,85.19058167,2.793133825,0.079745404,59.90892532,30.76652214,1.71043057
2016,L,1122,NAM-14,6,53,Mid Flowering,1,6.6315273,4.444341517,120.89,32.91,0.87,1656,22.96296296,6.76,2805.972222,3.61,130.413171,4.275841671,0.102093324,91.99908925,36.78888274,2.196641865
2016,L,1123,NAM-48,6,53,Mid Flowering,1,7.225631405,3.833396477,159.26,70.56,1.41,2676,22.00488998,7.33,2004.861111,4.38,77.39966806,2.537694035,0.053955714,65.73315118,41.31370467,1.397599186
2016,L,1129,NAM-17,6,53,Mid Flowering,1,4.603492127,3.417739907,208.02,73.35,1.12,1144,23.88059701,6.66,2060.694444,3.63,93.48546417,3.065097186,0.040476284,67.56375228,66.51750307,0.892216293
2016,L,1130,NAM-5,6,53,Mid Flowering,1,11.56542042,4.169185325,224.23,44.13,0.63,1912,21.16788321,7.03,2166.527778,4.2,92.57139889,3.035127832,0.062679388,71.03369763,42.53481669,1.466939436
2016,L,1136,NAM-23,6,53,Mid Flowering,1,12.25357205,5.330093982,287.39,69.89,0.77,2724,24.69135802,6.8,3298.75,3.73,130.4655625,4.277559426,0.059165697,108.1557377,63.50653124,1.495972117
2016,L,1137,NAM-72,6,53,Mid Flowering,1,3.607377865,5.309146327,346.11,95.13,0.87,1148,24.37810945,7.19,2028.333333,3.97,88.34608667,2.896593005,0.068825983,66.50273224,36.96812167,1.58017225
2016,L,1143,NAM-30,6,53,Mid Flowering,1,8.641135835,3.585169405,295.32,77.08,0.83,3116,26.32911392,6.98,1808.888889,3.29,74.44482222,2.440813843,0.053300862,59.30783242,40.22469441,1.295124817
