Year,Site,Plot,Canola Genotype,Week,DAS,Phenotypic Stage,Block,Nitrate_N ,Ammonium_N,Root_Length,Root_Surface_Area,Average_Root_Diameter,Aboveground_biomass,Gravimetric_Moisture,pH,Seed_Yield,Thousand_Seed_Weight,Seed_N,NUE_crop,NHI,PFP,N_uptake,NUtE
2016,L,1244,NAM-23,3,32,6-9 Leaf Stage,2,11.13365663,4.176037675,104.52,29.8,0.91,788,31.78807947,7.17,3232.916667,3.9,121.6352567,3.988041202,0.118336476,105.9972678,29.60283686,3.145239101
2016,L,1245,NAM-5,3,32,6-9 Leaf Stage,2,19.6019481,2.763252995,86.98,24.33,0.89,660,27.04081633,7.3,2244.166667,4.27,93.84880583,3.077010027,0.050491953,73.57923497,53.53022456,1.207392656
2016,L,1252,NAM-32,3,32,6-9 Leaf Stage,2,18.01494669,2.788916603,115.49,33.05,0.91,1080,26.39593909,7.09,1797.638889,4.59,90.924575,2.981133607,0.015379352,58.93897996,170.2690588,0.304059941
2016,L,1255,NAM-48,3,32,6-9 Leaf Stage,2,12.51988253,2.547484555,118.55,33.96,0.91,800,23.32506203,7.23,2589.166667,4.35,103.2171292,3.384168169,0.042068955,84.89071038,70.6614491,1.055285463
2016,L,1302,NAM-5,3,32,6-9 Leaf Stage,3,12.24523387,2.331867368,104.2,22.88,0.7,712,27.2264631,6.72,1851.944444,4.45,82.24114889,2.696431111,0.065967061,60.71948998,35.90496594,1.48547697
2016,L,1303,NAM-0,3,32,6-9 Leaf Stage,3,12.02551809,2.818927749,87.86,28.73,1.04,936,27.55102041,7.01,2334.305556,3.71,103.6828499,3.3994377,0.070025846,76.53460838,42.64234199,1.576555059
2016,L,1308,NAM-13,3,32,6-9 Leaf Stage,3,41.15245475,2.843406962,98.04,29.31,0.95,692,25.18703242,7.21,2903.472222,3.98,118.2148715,3.875897427,0.04915701,95.19581056,69.25946738,1.207343966
2016,L,1309,NAM-72,3,32,6-9 Leaf Stage,3,14.64025588,2.635345034,101.98,28.65,0.89,616,28.02056555,7.12,2658.611111,4.21,113.4269844,3.718917523,0.055443729,87.16757741,58.91914535,1.29954363
2016,L,1316,NAM-30,3,32,6-9 Leaf Stage,3,11.48473807,2.333757996,103.3,30.71,0.95,1064,24.62686567,7.19,2209.305556,3.12,82.53081833,2.70592847,0.133953876,72.43624772,17.74407465,3.585873101
2016,L,1319,NAM-48,3,32,6-9 Leaf Stage,3,11.87349016,2.528811195,145.37,48.97,1.07,628,28.35051546,7.16,2638.75,4.01,99.1589475,3.251113033,0.085801095,86.51639344,33.2836973,2.283279989
2016,L,1322,NAM-14,3,32,6-9 Leaf Stage,3,12.44233761,2.236269601,105.83,37.1,1.12,768,29.94791667,6.92,2644.861111,3.7,115.7232531,3.794205018,0.071047808,86.71675774,46.90967667,1.623801429
2016,L,1327,NAM-76,3,32,6-9 Leaf Stage,3,18.71589149,2.210792773,212.72,42.02,0.63,704,29.94791667,6.89,2662.638889,3.96,94.28404306,3.0912801,0.080181809,87.2996357,33.86529278,2.264383199
2016,L,1330,NAM-17,3,32,6-9 Leaf Stage,3,12.85288018,2.328145128,91.97,33.1,1.15,764,25.87939698,6.33,2212.222222,4.04,94.92424333,3.112270273,0.081831219,72.53187614,33.40801029,1.907087535
2016,L,1333,NAM-43,3,32,6-9 Leaf Stage,3,11.8776316,2.510048912,148.97,39.57,0.85,980,26.71755725,6.68,1865.972222,5.06,94.45551389,3.096902095,0.0858912,61.17941712,31.67168221,1.696783885
2016,L,1337,NAM-23,3,32,6-9 Leaf Stage,3,13.82424784,2.717880124,90.48,30.38,1.07,1056,26.83544304,7.01,3231.527778,4.11,121.0401044,3.968528015,0.083899708,105.9517304,41.54907222,2.239953747
2016,L,1340,NAM-46,3,32,6-9 Leaf Stage,3,11.55485125,2.283313715,2.18,0.77,1.12,952,25.31328321,6.93,2575.833333,3.85,122.9033117,4.029616776,0.05158108,84.45355191,68.62235917,1.081047065
2016,L,1343,NAM-37,3,32,6-9 Leaf Stage,3,12.9553726,2.403768107,125.29,22.87,0.58,796.0000001,29.53367876,7.03,2585.972222,4.14,106.5187818,3.492419076,0.090071379,84.7859745,34.05899809,2.186676185
2016,L,1346,NAM-32,3,32,6-9 Leaf Stage,3,12.25075389,2.348287188,114.3,37.44,1.04,816,28.60824742,6.9,2247.638889,4.42,98.95454972,3.244411466,0.063172007,73.69307832,45.11319465,1.43487954
2016,L,1355,NAM-79,3,32,6-9 Leaf Stage,3,12.33344732,2.541452032,66.78,28.23,1.35,928,29.76501305,6.6,1523.888889,4.37,67.33150667,2.207590383,0.091239121,49.96357013,21.25346417,2.064981015
2016,L,1356,NAM-94,3,32,6-9 Leaf Stage,3,37.72895315,2.299706789,98.18,24.14,0.78,1780,30.89005236,6.61,2487.083333,4.01,97.91149667,3.210213005,0.053186877,81.54371585,53.01779826,1.351018004
